Target ID,RA,DEC,Plx,Pwd,GmagCorr,GMAG,BP-RP,TeffH,MassH,TeffHe,MassHe,Teffmix,Massmix
217978865.0,347.1275117787353,13.323293485833638,16.841998766642014,0.999061,15.384118,11.516086236210281,-0.073449135,13446.97,0.5980309,13184.02,0.5588245,13089.48,0.5565233
402891559.0,347.0543868458314,6.976718602303221,7.35388368348253,0.989766,15.103385,9.435968753334276,-0.20632458,16666.88,0.2603853,16943.99,0.2852404,16870.22,0.2858039
392815631.0,346.6880541808846,-77.35255992315729,22.301504000724783,0.987835,14.472874,11.214544450785402,0.053785324,10817.3,0.3971706,10940.8,0.389716,10631.07,0.3668882
436823466.0,346.5740372480823,24.5352080145307,19.691774347210195,0.99693,15.351612,11.823036343284747,0.041870117,11436.34,0.6048981,11420.96,0.5382831,11138.03,0.5065315
252627215.0,346.3821770338616,51.42234712996996,16.706717957165036,0.9983,15.660851,11.775306229458755,0.0017309189,12120.75,0.6312793,12028.53,0.5668258,11836.49,0.5496812
237328343.0,346.2134754576097,-65.67595422485562,15.956967301071607,0.999405,15.281796,11.296548230819923,-0.13353729,14595.08,0.5805568,14344.65,0.5609163,14252.77,0.5611352
173175807.0,346.1776410888893,45.991224401856115,8.544311000190492,0.999621,15.845599,10.503984412720886,-0.2986431,23048.02,0.5994519,27134.65,0.6495048,27166.17,0.6536893
373928876.0,345.7690810517482,37.693328639397194,5.099568761872265,0.997471,15.999508,9.537175164681866,-0.3956566,34778.57,0.5915031,nan,nan,nan,nan
12933046.0,345.5129068115924,-26.51332079216489,13.493340307308863,0.99974,15.162259,10.812856469744643,-0.26382256,19571.5,0.6134686,20445.54,0.6759544,20428.32,0.6792837
217541509.0,344.9450530899943,16.487909581692342,5.114854892531744,0.991567,15.983684,9.527850172972778,-0.15945148,15524.32,0.2527043,15999.02,0.2773337,15904.97,0.277565
2050727554.0,344.5365110024113,68.96429001672394,6.02616081982885,0.998756,15.961933,9.86213672341339,-0.41501522,31153.81,0.6339572,38951.13,0.7148362,38930.94,0.7181778
217329125.0,344.1931690015831,12.880681758965014,15.982110901366292,0.99779,15.76124,11.77941070524869,0.017499924,11770.65,0.6135197,11767.35,0.5504703,11532.34,0.527221
111754737.0,344.0539460175263,-13.32758003026604,10.548475435978744,0.999726,15.658416,10.774364273779709,-0.26877022,19649.52,0.6003457,20436.42,0.6573742,20417.56,0.6606198
36726784.0,343.9479545860602,-6.014072500581275,14.748472971558243,0.999772,15.035814,10.879549568423137,-0.20492268,16886.13,0.5282224,17022.24,0.554448,16943.58,0.5562356
237313246.0,343.7950204652815,-63.1756998689012,21.375813364025785,0.999754,14.143701,10.793313844224116,-0.25237083,19019.94,0.5850616,19747.37,0.643816,19717.97,0.6467764
2041278331.0,343.7619560947369,37.07946492419061,23.574202764682237,0.994676,15.031846,11.894031119612563,0.095051765,10226.01,0.502341,10714.33,0.4895864,10345.23,0.4773678
237313550.0,343.7480302051053,-62.03590215683982,10.784345921364826,0.99981,15.891918,11.055887232136048,-0.21104145,17247.31,0.6101651,17331.33,0.6411102,17260.77,0.6433503
36694741.0,343.4835640640775,-6.784830206077555,117.13884218186048,1.0,15.421229,15.764733997889872,1.420248,4189.893,0.6299615,4263.131,0.596666,nan,nan
44195838.0,342.8523234476119,29.662959272690284,50.051821712590645,0.978945,15.341885,13.838984057611082,0.8598099,5635.304,0.4284882,5560.844,0.4183638,nan,nan
161291020.0,342.7596844043407,-50.19253482056709,15.941299554489076,0.999792,15.085033,11.097652030385419,-0.1683073,15675.76,0.5570365,15583.93,0.560745,15479.59,0.5612519
431472762.0,342.6012126377492,32.52864872838452,11.684941962855214,0.998867,15.606429,10.944561898365773,-0.40830708,30927.09,1.006257,39039.6,1.063533,39023.39,1.066028
444160759.0,342.4682717308524,58.57551029262804,9.322119619369793,0.99795,14.245846,9.093419151691315,-0.46432495,39729.67,0.5639859,nan,nan,nan,nan
435825249.0,342.2756445427164,22.60915122984419,56.08437039953461,0.995993,14.370399,13.114608719438355,0.11547756,10533.87,1.020744,10152.77,0.9483428,9781.597,0.8902889
129101920.0,341.6448595546183,40.405214347940216,20.498008948931876,0.999032,14.976299,11.534857677878012,-0.20828533,18258.7,0.8268929,18220.91,0.8623304,18162.63,0.8647274
434196824.0,341.4140242712264,20.275965213664787,6.369307852790565,0.993557,15.70054,9.721000791385297,-0.12827206,14491.34,0.2576096,14760.09,0.2767896,14675.14,0.2770361
91513352.0,341.1806510527639,-32.32886011808623,6.64215986295091,0.998668,15.78479,9.896336658820541,-0.43422413,30485.93,0.6424484,38233.78,0.727805,38196.16,0.7311121
47338338.0,340.8543939184471,-26.383407781960823,5.866991254762976,0.99631,15.752692,9.594769426919576,-0.33847618,23578.39,0.4175778,27671.57,0.487873,27721.48,0.4922282
428244499.0,340.7741741384599,58.726929074560715,4.608262608999101,0.989468,15.396373,8.714058895433253,-0.42113495,45691.37,0.5149619,nan,nan,nan,nan
250326099.0,340.6868007979146,-4.237474013930356,5.367479141273474,0.996257,15.140846,8.789698079373213,-0.46481133,37035.77,0.4672637,nan,nan,nan,nan
161208596.0,340.5505191564338,-51.75206875780932,9.00780829483321,0.999427,15.485789,10.258884973524705,-0.34508896,24100.17,0.5675913,28618.22,0.6099896,28651.83,0.6139447
118037792.0,340.3496680901574,26.46207439577302,8.834612273883431,0.999693,15.98585,10.716787805697251,-0.28010082,20880.97,0.6111645,22031.91,0.6640011,22039.24,0.6677936
161175160.0,340.1821561290803,-52.989918309094264,9.301084748059083,0.999494,15.549117,10.391785095939156,-0.35256004,24549.61,0.6274113,29206.48,0.6713197,29253.09,0.6756913
117517295.0,340.0215047387232,-45.525992326375174,13.799062072241924,0.998971,15.542655,11.241902832325335,-0.10916996,13693.37,0.5130495,13434.17,0.4793063,13349.11,0.4784435
115741447.0,339.5947253127475,31.571814391037417,5.96587637661804,0.977751,14.272547,8.150918017082624,-0.45087147,37500.62,0.3963305,nan,nan,nan,nan
399518437.0,339.3972452727848,8.479971013700819,6.340617145525494,0.998684,15.44905,9.459707603291422,-0.45097065,34556.15,0.5908642,nan,nan,nan,nan
416036999.0,339.2579069683016,57.95726730044633,15.814903111571263,0.999284,14.168921,10.16425414863211,-0.3679495,26463.37,0.5996859,32107.14,0.6940417,32179.79,0.6981584
389010277.0,339.2499335995867,-54.378429796608714,33.93425187849354,0.991079,15.202791,12.855982609426379,0.33879948,8222.628,0.5974698,8059.055,0.5384205,7706.562,0.4822369
253936074.0,339.208028707267,-35.234396338552855,7.595581870254875,0.998575,15.5948,9.997605241492948,-0.39020634,26968.58,0.5688126,32941.06,0.6631917,33005.28,0.6669913
399570361.0,339.0929790474228,-23.27435490433634,3.696480208380435,0.982796,14.682188,7.521129960302768,-0.56012726,nan,nan,nan,nan,nan,nan
399571137.0,339.0883654718653,-19.87371077514292,11.551101654338966,0.999746,15.552411,10.865528108592832,-0.258667,19377.4,0.6250814,20244.33,0.68953,20221.19,0.6927083
161154061.0,339.077559476381,-48.46920542844251,8.96075265894316,0.999637,15.773384,10.538855436899098,-0.28572464,20626.35,0.551042,21995.08,0.604712,22012.81,0.6085362
125250375.0,339.0329378597287,-1.6831723541186976,25.629882923568882,0.99528,15.698623,12.74235581528421,0.14880943,10018.96,0.8306451,9714.267,0.7469621,9305.976,0.6645499
293158354.0,339.0129330081379,0.1230489607278901,20.486788554940574,0.999412,13.93483,10.49219913735636,-0.34856224,24573.58,0.6661625,29461.59,0.716706,29507.71,0.7211163
403221905.0,338.8814414392584,-57.2740531126226,15.33064055026283,0.999851,15.108531,11.036332503628008,-0.19295311,16529.98,0.5734901,16518.68,0.5920825,16431.79,0.593739
89042812.0,338.7841994277229,-42.73603378477786,18.846753996227985,0.999728,14.373238,10.749420418933441,-0.27109528,19955.15,0.6034416,20948.7,0.6651005,20945.3,0.6687717
209363138.0,338.5112316265299,-26.539149596346217,12.169456943918256,0.999236,14.995038,10.42139402494671,-0.22670174,17575.64,0.443284,18090.3,0.5015269,18031.89,0.5022381
152926212.0,338.4756265280738,-38.54477379073023,23.622495132860728,0.991761,15.949199,12.815827563740394,0.34565067,8167.611,0.5690615,8008.201,0.5108371,7657.093,0.4651662
150692998.0,338.298689725797,26.170859976469583,11.766128916470723,0.99957,15.707135,11.060303212787689,-0.12682247,14761.6,0.4876763,14616.45,0.4745343,14522.84,0.4748417
51813081.0,337.9392921686399,14.187016844564829,12.041294467120297,0.999356,15.987832,11.391197954881601,-0.13790321,15050.08,0.630828,14965.59,0.6274778,14859.08,0.6274285
176104105.0,337.6195622497196,-0.3919054189376386,22.804747548977204,0.991833,15.397409,12.187534829995913,0.204175,9455.027,0.5253023,9344.718,0.4639549,8904.917,0.4425524
69813909.0,337.4107903159828,-20.837166885514563,5.012405665222347,0.947889,13.458613,6.95884445654143,-0.58833694,nan,nan,nan,nan,nan,nan
382421834.0,337.3310435565784,-44.69476286330445,24.974623865205796,0.999089,14.359281,11.346775367130038,-0.09765339,13707.31,0.553159,13529.9,0.5258471,13444.57,0.5251732
419841161.0,337.284933720522,6.379392938006384,16.101856710613355,0.999658,14.775615,10.809994526288607,-0.1948595,16616.24,0.4930085,16796.21,0.5170129,16714.8,0.5186497
63281499.0,337.2427210078748,-31.09861079872944,16.878507816383163,0.998269,15.588038,11.724707736725374,0.009242058,11712.03,0.5941406,11695.33,0.5299999,11449.83,0.5054465
411339897.0,337.0475163385658,22.23736719840684,7.887753916833192,0.999426,15.754425,10.239191813673584,-0.35830688,26170.88,0.6132648,31682.05,0.7082376,31754.01,0.7124345
219331395.0,336.9128991541503,-56.144362730084104,9.720324788701973,0.999709,15.675256,10.613659657482458,-0.28905773,20949.14,0.5881056,22780.78,0.6483995,22791.7,0.652139
469904910.0,336.8926669545088,-60.195295312884575,13.762831461603103,0.999766,15.319364,11.012902551942126,-0.23452473,18284.64,0.6376213,18703.91,0.6900819,18651.92,0.6925336
2028045216.0,336.8384195447666,-34.18735140247666,18.797356645402534,0.999771,14.446096,10.816580327502965,-0.2215662,17567.94,0.5329891,17808.99,0.5686048,17745.74,0.5707367
315138575.0,336.6860539910357,39.020493595854816,5.106197144914439,0.996684,15.78803,9.328517562946448,-0.4013815,32816.72,0.5023571,nan,nan,nan,nan
144002497.0,336.509416872704,-49.15495547398605,3.4828164839214053,0.991079,15.423109,8.13276201095077,-0.54354954,80620.68,0.656293,nan,nan,nan,nan
375785769.0,335.8896368089696,68.62450302236466,13.773450302271613,0.999366,15.649854,11.345067437977956,-0.14391613,15401.44,0.6263448,15153.33,0.6178496,15045.3,0.6178601
404580748.0,335.8079568626119,13.649106458469342,13.051268186610914,0.999613,15.618855,11.197119046125374,-0.30908108,22849.28,0.8673516,26429.46,0.9297706,26463.09,0.9335336
385468477.0,335.7569280293746,22.025195464600085,14.122836265806756,0.999039,15.770442,11.520051629552928,-0.2284832,19114.96,0.8588256,19725.45,0.9197749,19688.2,0.9223274
39927600.0,335.6842215553097,-6.298890112647442,11.902013499610343,0.999431,15.91246,11.290562519740961,-0.1631918,15609.0,0.6256842,15272.99,0.6150083,15168.19,0.6153244
278772261.0,335.3563848647721,-41.42487552746313,22.10227551574802,0.995118,15.372221,12.094405934557887,0.12531471,10214.45,0.5934415,10061.91,0.5165539,9653.738,0.4833787
441197076.0,335.3501196733497,-26.848179439937333,20.51477019018438,0.997434,14.840034,11.40036681265029,-0.026579857,11849.92,0.4648341,12030.72,0.4697266,11847.15,0.4615162
394521800.0,334.9534392022752,-65.49105939111466,39.16966647297012,0.99685,14.49897,12.463719399617343,0.10649586,10456.38,0.7756802,10208.42,0.6931211,9821.0,0.6238391
404514669.0,334.7382739662016,16.115811186008138,7.663198074012297,0.998683,15.960125,10.38217522498268,-0.16103172,15623.23,0.390042,15643.3,0.4126185,15546.81,0.4127483
431067687.0,334.7140696139945,48.65785971639223,25.26221981661823,0.978353,15.990603,13.002960995901564,0.49506664,7206.247,0.4666011,7082.881,0.4547448,6825.126,0.4023593
206600616.0,334.6512947204554,-20.210854413359783,11.705928661803766,0.998607,15.669123,11.011152061480592,-0.04687786,12359.19,0.4147419,12505.2,0.4217244,12378.53,0.4179217
2028244270.0,333.8111412255223,-27.706969886488977,4.222632374872715,0.996927,15.636081,8.763997107432232,-0.49402523,51559.94,0.5984528,nan,nan,nan,nan
278615066.0,333.6505901090524,-38.98698989017069,55.07638243122623,1.0,15.78322,14.488047325446296,0.7336292,6062.8,0.8148228,5916.138,0.7431283,nan,nan
143951121.0,333.5497345456603,-49.32452309113163,17.02025943124232,0.982209,11.597884,7.752715055817006,-0.5429497,83059.91,0.6167995,nan,nan,nan,nan
258861145.0,333.2230649013652,23.633389415134967,11.139265804211941,0.999503,15.874427,11.108709677572866,-0.2994051,22575.0,0.8186446,25456.89,0.8769387,25475.67,0.8807008
2019536314.0,332.9765582239247,56.8302313692339,26.433202563749642,0.99937,14.126163,11.23691144936178,-0.18783855,16830.89,0.6579114,16702.12,0.6759378,16619.29,0.6778739
97403206.0,332.6216405941084,-30.09583259697477,13.318715646616761,0.998624,14.229556,9.851867818030552,-0.38818645,26327.08,0.5041157,31912.58,0.5945366,32119.7,0.6007785
456793980.0,332.4474306675097,14.497536196121647,36.81069130204574,0.992944,15.512921,13.34279120101965,0.4208393,7629.951,0.6905508,7484.68,0.6329859,7178.286,0.5433976
75324965.0,332.1234679619454,-13.686787911608231,14.517694289821524,0.999377,15.03616,10.845648703519734,-0.35351086,24862.41,0.8086467,29915.14,0.8617051,29953.83,0.8657904
372363437.0,332.0722147281862,39.11968281298742,2.7543898502718562,0.945802,15.505079,7.705206316187635,-0.45308495,96671.78,0.647495,nan,nan,nan,nan
162334232.0,331.9660859133797,34.4792456268479,25.1555820773693,0.995224,15.154815,12.1579865749474,0.13365364,10293.72,0.6184574,10131.11,0.5400006,9728.987,0.4714583
26691554.0,331.9379528448089,25.339337558187076,17.276643197147873,0.999218,14.644901,10.832198096391519,-0.36644268,26628.73,0.8502658,32466.81,0.936639,32563.01,0.9409393
2026602766.0,331.9089759057268,-61.53359504345631,15.693674194893736,0.995641,15.319124,11.297747383255569,-0.0073251724,13305.79,0.5039806,12952.69,0.4863668,12863.8,0.4848526
143854657.0,331.7528905852198,-48.29721494963828,9.640136764906439,0.999688,15.673116,10.59353170676186,-0.28856564,20779.64,0.5757634,22201.02,0.6317243,22211.2,0.6354615
427942736.0,331.5608236876026,47.14733794074101,14.165440963570271,0.999425,15.54851,11.30466009003606,-0.14778042,15741.24,0.6269039,15503.36,0.6244625,15397.44,0.6248774
404722884.0,331.5100602799338,-0.7758350551703574,10.165002698004164,0.999791,15.996908,11.032445679090735,-0.22235489,17967.75,0.6287693,18356.06,0.6783823,18296.26,0.6806447
2005560304.0,331.2721627067072,39.390902017490006,8.650528120003417,0.998045,15.900594,10.589555762449555,-0.10417366,8952.546,0.1817995,9378.516,0.2030515,8871.703,0.1615424
290404650.0,331.0777160495511,-75.22357716864207,52.55356615073231,0.992712,14.988537,13.59154779210766,0.26006794,8875.311,0.9983979,8634.866,0.9434571,8281.395,0.8662849
102183555.0,330.8980824822601,-13.447226508463409,7.2355579906730405,0.99602,15.377982,9.675342282602797,-0.27522373,19918.78,0.3818764,21346.23,0.4138199,21354.82,0.4145449
